date,product_A_price,product_B_price,price_diff,product_A,product_B
2010-01-01,99.96401096313211,100.84229126979974,-0.8782803066676337,5246.166297913396,4758.128743106401
2010-01-02,98.77396962521641,96.86319248642397,1.9107771387924402,5022.009416638064,4987.033327144762
2010-01-03,98.05212977121329,98.89354926817403,-0.8414194969607394,5119.317555432244,4887.62680852976
2010-01-04,95.14276976731666,98.50928970368453,-3.3665199363678653,5208.837279970334,4796.714331115449
2010-01-05,96.04571267283835,96.18287598349652,-0.1371633106581669,5095.0615430711905,4913.677223187523
2010-01-06,95.32745831269182,97.62010848019241,-2.2926501675005966,5171.961344574495,4836.488806863309
2010-01-07,96.22424983113234,98.22050617218493,-1.996256341052586,5160.876454817388,4846.622658842352
2010-01-08,99.62532475433628,97.90714646995185,1.7181782843844218,5032.820252692691,4984.036606060472
2010-01-09,96.06449540635124,100.24162584093945,-4.177130434588207,5416.937443166558,4598.002722845766
2010-01-10,99.62905941841038,98.30828213830225,1.320777280108132,5046.86564582393,4969.650986369375
2010-01-11,97.66375718790253,98.09508461201627,-0.43132742411373215,5110.430939764281,4907.824081314668
2010-01-12,96.84087518328114,99.53891039823658,-2.698035214955439,5192.94207031572,4828.0329038411555
2010-01-13,96.4626142534285,96.57458242598186,-0.111968172553361,5099.70998844037,4919.9312744911795
2010-01-14,95.6879216037074,96.85415953630338,-1.1662379325959904,5138.449783981044,4883.167834711378
2010-01-15,97.49477870448979,98.2956642092153,-0.8008855047255139,5125.498273086463,4896.363752458423
2010-01-16,95.7130357225854,97.32845551953278,-1.6154197969473785,5152.204647360719,4864.898405180464
2010-01-17,99.64010449931128,96.69189302555102,2.948211473760253,4992.185031009929,5031.435486555272
2010-01-18,99.3667718922051,97.77332043905263,1.5934514531524684,5041.005783656255,4983.255402989759
2010-01-19,97.61807900090717,98.11540397235797,-0.49732497145079435,5115.125953508997,4907.701746510319
2010-01-20,98.36313390963727,100.22611007525232,-1.862976165615052,5304.646929162004,4717.075718920859
2010-01-21,97.64615099383651,97.51086798669581,0.13528300714069985,5093.512309945081,4931.344709636291
2010-01-22,97.27659792392434,97.4248901382748,-0.14829221435046236,5106.4703034635895,4923.896688375156
2010-01-23,95.25339631701748,97.56949098356463,-2.3160946665471585,5185.1705583341845,4847.215678171848
2010-01-24,99.02692819049662,100.65264228496945,-1.6257140944728263,5296.551635013556,4732.354073072375
2010-01-25,99.0933668819803,97.40718616040262,1.686180721577685,5042.928920165528,4991.76493497364
2010-01-26,99.46689917126108,95.32839465262614,4.138504518634932,4955.1005802704,5079.711770379388
2010-01-27,96.02679805091245,95.10687702523907,0.919921025673375,5071.317540638301,4965.211429891861
2010-01-28,97.64111126533302,98.79273336343603,-1.1516220981030045,5141.733587440665,4887.3095082863
2010-01-29,99.72349104166393,99.84972380690422,-0.1262327652402888,5105.073394397545,4924.1017454923785
2010-01-30,99.90158686410429,97.20966970835346,2.6919171557508292,5006.517687046064,5027.439717807134
2010-01-31,95.08760062346968,95.9876011273109,-0.9000005038412127,5137.4976173611385,4900.8787106456375
2010-02-01,96.9723501482349,100.41957039058468,-3.447220242349786,5394.883280068049,4647.039196660079
2010-02-02,96.86734471155407,99.61378281789823,-2.746438106344158,5206.134371389844,4836.947932298057
2010-02-03,95.52818974604928,98.36138705505022,-2.833197309000937,5208.568836528793,4833.207432605761
2010-02-04,96.63568499108774,97.39888511630902,-0.7632001252212746,5132.9551209045585,4906.129173077201
2010-02-05,99.3889769984182,98.91593609134215,0.4730409070760544,5092.325154378607,4954.046953773598
2010-02-06,95.39672426112102,98.33337688627864,-2.9366526251576204,5215.598007110634,4832.572331292972
2010-02-07,97.26931300135823,96.96143693653448,0.30787606482374485,5099.956767897101,4949.776148071201
2010-02-08,95.42007206707001,96.76579065737567,-1.3457185903056654,5156.811397207553,4888.05954140761
2010-02-09,96.83124763295295,99.72434793888998,-2.8931003059370255,5215.495108108895,4835.488917942737
2010-02-10,99.30997221606758,98.74204792517683,0.567924290890744,5091.437299748593,4959.902898172841
2010-02-11,96.1741809503815,96.10768632895856,0.06649462142293316,5108.942636341249,4941.424172026967
2010-02-12,96.46861443894706,98.92760807558572,-2.4589936366386667,5199.855988585299,4851.019281582483
2010-02-13,97.66711787275756,99.14689756826884,-1.479779695511283,5166.760814992978,4888.112991872931
2010-02-14,98.01841809174972,100.0595943266402,-2.0411762348904716,5327.6331302115195,4720.6015638479785
2010-02-15,99.35350619393974,98.57860594128114,0.7749002526585969,5084.3054068625215,4967.624063698929
2010-02-16,99.35428703260072,95.32936136117091,4.024925671429813,4970.044939552494,5086.770493625367
2010-02-17,97.58627032565934,98.50049478311156,-0.9142244574522209,5145.4894667292065,4907.504617691984
2010-02-18,99.54404304875989,96.58720552918751,2.9568375195723746,5008.238222774331,5048.236956305474
2010-02-19,99.72471861927023,98.95466951675188,0.7700491025183567,5086.336668682463,4969.264270288231
2010-02-20,98.21184770543249,95.06958760808418,3.142260097348313,5002.09332729434,5055.416816281859
2010-02-21,95.95168929050193,100.56986968990621,-4.618180399404281,5464.5223030099705,4597.370251102343
2010-02-22,99.20530633397766,96.72868936049984,2.4766169734778174,5027.075509714635,5032.580798432901
2010-02-23,97.94441010270113,97.55538725718579,0.38902284551534194,5105.44194922003,4960.84851948452
2010-02-24,97.49687910138097,99.07622661285484,-1.5793475114738698,5175.359496156578,4889.282995769989
2010-02-25,97.32300849909487,96.46378209569586,0.8592264033990062,5088.880874449116,4978.0885834595865
2010-02-26,96.86474053256875,99.88253684858974,-3.0177963160209913,5229.334326790105,4839.678191589764
2010-02-27,98.36412505516483,95.19276643948366,3.1713586156811715,5006.171114184592,5061.641787202816
2010-02-28,95.28123559993219,96.46018665458554,-1.1789510546533535,5162.574612729869,4905.202599363883
2010-03-01,97.97853807030312,99.7891037802588,-1.8105657099556822,5186.878189509106,4883.992040509603
2010-03-02,99.35256687810767,96.5156797074475,2.8368871706601624,5019.314092606681,5050.7389281254345
2010-03-03,96.16226843111599,98.02957544065268,-1.8673070095366882,5189.700480457733,4882.686428602044
2010-03-04,95.08491664825763,99.03690723635108,-3.9519905880934516,5268.184682275863,4810.8836317922105
2010-03-05,96.24137451975484,96.22626031681901,0.015114202935833987,5123.532775078151,4951.8988200038475
2010-03-06,99.14395191224088,96.4135071730926,2.7304447391482825,5024.741293774329,5048.517403363966
2010-03-07,96.77762050478955,99.78390015417716,-3.006279649387608,5236.372081393946,4846.9901112545185
2010-03-08,99.90635011252051,99.7856676194648,0.12068249305571044,5123.928401483838,4959.757530910731
2010-03-09,97.62715528801742,98.04952287138045,-0.4223675833630267,5139.7257389403785,4936.5895557442145
2010-03-10,97.35514466682912,97.07623558909317,0.2789090777359462,5118.5763823126235,4965.7916572730865
2010-03-11,97.89664518083869,97.15948920477999,0.7371559760587019,5098.91194144177,4979.209484402344
2010-03-12,97.29301199648594,95.83922824588251,1.453783750603435,5075.126246919603,5006.984411681156
2010-03-13,99.21413345539852,99.75954594488023,-0.5454124894817056,5147.57986567223,4935.446495836787
2010-03-14,99.46694558519843,95.91233625220092,3.554609332997515,5000.935599085213,5084.109075549715
2010-03-15,100.00379411971312,96.98499896670576,3.0187951530073605,4869.845507468317,5217.316103376297
2010-03-16,99.89449165822579,96.03221647079883,3.8622751874269596,4989.019552915332,5094.338440051464
2010-03-17,99.91293694134912,95.6623471606428,4.250589780706321,4980.05135233346,5113.472582657813
2010-03-18,96.69668474804202,95.54931891236538,1.1473658356766379,5091.9002870454015,5001.5899250671455
2010-03-19,96.25399977204945,98.2089686830113,-1.9549689109618527,5199.800694222852,4886.060605642932
2010-03-20,99.59770876151671,98.10319962209203,1.4945091394246788,5077.08013263768,5011.827180031867
2010-03-21,95.96579613087134,100.42582507643421,-4.460028945562868,5474.729208702275,4620.656643444406
2010-03-22,98.20891310485649,97.08349963433801,1.125413470518481,5093.620673712811,5001.710862380281
2010-03-23,97.14249918398127,98.99683096232194,-1.854331778340665,5199.8688122998765,4893.160974016556
2010-03-24,96.81227414112452,100.05824450913062,-3.2459703680060983,5413.956624118057,4682.379127314823
2010-03-25,99.34935665781364,100.24503792857128,-0.8956812707576347,5293.019029209054,4798.948466662712
2010-03-26,95.74394991116444,96.51841267308282,-0.7744627619183859,5165.192905244972,4936.147693975823
2010-03-27,95.56931373135757,100.70218147696121,-5.132867745603647,5509.5830924032225,4587.435718183605
2010-03-28,99.56771160288763,100.30497606007157,-0.7372644571839402,5289.11888986073,4810.665398515247
2010-03-29,98.61591563177238,95.70615024422891,2.909765387543473,5030.10735409288,5066.872287951776
2010-03-30,98.6374849077636,98.79219571830717,-0.15471081054357683,5141.724920493788,4957.436093214216
2010-03-31,95.58999987388006,100.70524428012855,-5.115244406248493,5513.038184954178,4591.9443313815
2010-04-01,95.47554314768286,98.21853132722018,-2.7429881795373205,5238.685574922648,4867.431016558275
2010-04-02,98.00229800253165,99.25998518057246,-1.2576871780408112,5186.204489658723,4922.111226887302
2010-04-03,95.23758407318816,97.17626557122819,-1.938681498040026,5212.845432604154,4899.4592246126485
2010-04-04,97.68614310494235,95.7745761552216,1.9115669497207506,5075.75316583121,5040.459646679151
2010-04-05,96.18529549861371,97.48423540624813,-1.29893990763442,5188.508855923798,4921.395090427307
2010-04-06,99.39708632864968,99.79627741082459,-0.39919108217490873,5161.183107483006,4958.841096741158
2010-04-07,96.70746472100753,96.82552103741905,-0.11805631641152559,5150.537200024732,4968.534398911013
2010-04-08,95.43478360356711,97.22974485539919,-1.7949612518320777,5208.084540833953,4905.054356486419
2010-04-09,97.19699228376928,96.63909738904809,0.557894894721187,5127.190566653242,4994.016796966744
2010-04-10,95.81226990627339,98.79082550403143,-2.978555597758046,5252.464197116103,4863.81443246184
2010-04-11,98.36236690914394,99.62435352024143,-1.261986611097484,5192.425641713192,4927.7127050816425
2010-04-12,98.25324877563241,95.34715824149791,2.9060905341345062,5042.283467062997,5078.870755251776
2010-04-13,95.98244496836556,98.81283542534945,-2.830390456983892,5250.031994345334,4871.878122339911
2010-04-14,98.77207567919122,99.92030153496937,-1.1482258557781506,5189.343222495717,4932.802792451451
2010-04-15,98.54899571900548,99.3246348339124,-0.775639114906923,5174.636724018396,4945.089590332639
2010-04-16,96.67054992503134,97.25894021307148,-0.588390288040145,5172.116626910035,4955.927003887727
2010-04-17,99.93741116932851,96.8827577774034,3.0546533919251146,5040.549134437788,5087.910781860519
2010-04-18,99.72829052852167,100.25776372979446,-0.5294732012727934,5295.109208044684,4836.213654070742
2010-04-19,98.51127454307746,95.11952610409195,3.391748438985516,5028.419277689651,5100.169363216401
2010-04-20,99.32019407234537,100.2950392057564,-0.9748451334110229,5317.26123943237,4813.28238304164
2010-04-21,98.24080940602492,96.55504136412705,1.685768041897873,5090.429040677262,5038.753427617945
2010-04-22,95.69163815753045,100.99758333442318,-5.305945176892735,5537.054074245286,4594.241282625785
2010-04-23,96.36309478765511,98.29488241824723,-1.9317876305921118,5221.015013775342,4907.621427690304
2010-04-24,99.71396020699449,99.89986568439161,-0.18590547739712804,5159.937154058314,4972.778266158002
2010-04-25,98.42644178307462,100.48617022238744,-2.0597284393128206,5376.404265365843,4762.041956363287
2010-04-26,95.85631659445134,95.11881328051787,0.7375033139334732,5127.701156754324,5007.347691586544
